probeID,staSeq,mDateTime,temp,uom,collector,probeType,fileName,dataFlag,comment,createDate,createUser,lastUpdateDate,lastUpdateUser
280706,15533,3/2/2004 10:46,3.47,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 11:46,3.63,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 12:46,3.63,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 13:46,3.79,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 14:46,3.94,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 15:46,4.1,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 16:46,4.26,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 17:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 18:46,4.57,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 19:46,4.72,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 20:46,4.88,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 21:46,5.03,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 22:46,5.03,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/2/2004 23:46,5.19,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 0:46,5.19,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 1:46,4.88,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 2:46,4.57,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 3:46,4.26,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 4:46,4.1,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 5:46,3.94,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 6:46,3.79,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 7:46,3.79,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 8:46,3.79,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 9:46,3.79,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 10:46,3.94,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 11:46,4.1,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 12:46,4.26,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 13:46,4.57,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 14:46,4.88,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 15:46,5.03,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 16:46,5.03,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 17:46,5.19,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 18:46,5.34,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 19:46,5.34,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 20:46,5.34,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 21:46,5.34,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 22:46,5.34,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/3/2004 23:46,5.19,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 0:46,5.03,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 1:46,4.88,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 2:46,4.72,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 3:46,4.57,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 4:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 5:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 6:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 7:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 8:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 9:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 10:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
280706,15533,3/4/2004 11:46,4.41,deg C,ABM,HOBO,QC_280706_15533_Water_20040301_20040308.csv,P,None,8/29/2025 12:45,Upload,8/29/2025 12:45,Upload
