"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"16400",21.3608310688406,92,"Cool",22.2991720430108,31,"Cool",24.7799166666667,365,"Cool",27,5,NA,"2015","ABM"
"16524",19.0667575,50,"Cool",19.6552847222222,18,"Cool",21.7229583333333,172,"Cold",0,0,1,"2015","ABM"
"16599",17.130928030303,55,"Cold",16.8761811594203,23,"Cold",19.147125,177,"Cold",0,0,1,"2015","ABM"
"16734",19.5076464803313,92,"Cool",20.3189731182796,31,"Cool",23.2442916666667,365,"Cool",2,0,NA,"2015","ABM"
"16851",21.4593110221205,92,"Cool",22.3764422043011,31,"Warm",24.8683333333333,365,"Cool",26,2,NA,"2015","ABM"
"16881",18.9348664772727,92,"Cool",19.7105,31,"Cool",21.7038333333333,365,"Cold",0,0,NA,"2015","ABM"
"16885",23.0806861413043,92,"Warm",24.2604045698925,31,"Warm",26.3982083333333,365,"Warm",54,11,NA,"2015","ABM"
"16928",19.2610697463768,92,"Cool",20.022,31,"Cool",22.8494583333333,365,"Cool",8,0,NA,"2015","ABM"
"16930",18.8962725543478,92,"Cool",19.7632889784946,31,"Cool",22.21325,365,"Cold",0,0,NA,"2015","ABM"
"16972",18.0712566964286,56,"Cold",18.0858871527778,24,"Cold",20.1617083333333,178,"Cold",0,0,1,"2015","ABM"
"16984",18.9249143939394,55,"Cool",18.9878297101449,23,"Cool",21.3295416666667,177,"Cold",0,0,1,"2015","ABM"
"17181",22.3183296130952,56,"Warm",22.8677586805556,24,"Warm",24.8252916666667,178,"Cool",17,0,1,"2015","ABM"
"17201",19.5265064597635,92,"Cool",20.4489032258065,31,"Cool",22.7310833333333,365,"Cool",0,0,NA,"2015","ABM"
"17295",19.9722509057971,92,"Cool",21.0932096774194,31,"Cool",23.2865,365,"Cool",0,0,NA,"2015","ABM"
"17342",20.9102800925926,54,"Cool",21.370946969697,22,"Cool",23.6613333333333,176,"Cool",3,0,1,"2015","ABM"
"17530",19.4590145574534,92,"Cool",20.3590470430108,31,"Cool",22.3039166666667,365,"Cold",0,0,NA,"2015","ABM"
"17565",19.3677604166667,92,"Cool",20.5765913978495,31,"Cool",23.094875,365,"Cool",1,0,NA,"2015","ABM"
"17568",21.4008067455243,92,"Cool",23.1150833333333,31,"Warm",25.9338333333333,365,"Cool",25,3,NA,"2015","ABM"
"17816",17.5094214015152,88,"Cold",18.2264045698925,31,"Cold",21.5616666666667,210,"Cold",1,0,1,"2015","ABM"
"17852",17.239308423913,92,"Cold",18.203689516129,31,"Cold",20.7418333333333,365,"Cold",0,0,NA,"2015","ABM"
"18464",15.9519053203661,92,"Cold",16.4664448924731,31,"Cold",18.7309583333333,365,"Cold",0,0,NA,"2015","ABM"
"18874",20.0740522727273,55,"Cool",20.0793876811594,23,"Cool",22.4737083333333,177,"Cool",2,0,1,"2015","ABM"
"18875",18.9738924242424,55,"Cool",18.9040923913043,23,"Cool",21.0038333333333,177,"Cold",2,0,1,"2015","ABM"
"18876",20.0660807291667,48,"Cool",20.744484375,16,"Cool",23.422,170,"Cool",0,0,1,"2015","ABM"
"18877",20.1404360119048,56,"Cool",20.3319930555556,24,"Cool",22.645375,178,"Cool",0,0,1,"2015","ABM"
"18881",22.6113392857143,56,"Warm",23.4870347222222,24,"Warm",25.2260833333333,178,"Cool",28,3,1,"2015","ABM"
"18882",17.0217769097222,48,"Cold",16.8141380208333,16,"Cold",20.3975,170,"Cold",0,0,1,"2015","ABM"
"18883",19.0606666666667,74,"Cool",19.1936801075269,31,"Cool",21.5270833333333,196,"Cold",0,0,1,"2015","ABM"
"18884",22.01995,55,"Warm",22.3547137681159,23,"Warm",24.827375,177,"Cool",25,3,1,"2015","ABM"
