"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14341",23.7545705882353,85,"Warm",24.7842096774194,31,"Warm",27.839,207,"Warm",75,51,1,"2016","ABM"
"14355",19.3917142210145,92,"Cool",19.9971102150538,31,"Cool",23.4516666666667,214,"Cool",3,0,NA,"2016","ABM"
"14361",22.2760559428166,92,"Warm",23.0545873655914,31,"Warm",27.0386666666667,267,"Warm",62,26,NA,"2016","ABM"
"14362",22.1094461050725,92,"Warm",23.2227930107527,31,"Warm",26.7566666666667,267,"Warm",29,5,NA,"2016","ABM"
"14370",21.4160597432262,92,"Cool",22.4226115591398,31,"Warm",25.316625,267,"Cool",17,0,NA,"2016","ABM"
"14385",21.1300422149123,76,"Cool",21.4785994623656,31,"Cool",24.9620833333333,104,"Cool",6,0,1,"2016","ABM"
"14390",19.6156186594203,92,"Cool",20.4172419354839,31,"Cool",23.3900416666667,366,"Cool",4,1,NA,"2016","ABM"
"14392",21.202995923913,92,"Cool",21.8912405913978,31,"Cool",24.8815416666667,366,"Cool",17,0,NA,"2016","ABM"
"14404",21.7773060489572,92,"Warm",22.7131935483871,31,"Warm",25.787375,267,"Cool",19,0,NA,"2016","ABM"
"14409",20.1751228354978,77,"Cool",20.4934731182796,31,"Cool",23.7875416666667,100,"Cool",3,0,1,"2016","ABM"
"14410",23.4253999094203,92,"Warm",24.3957862903226,31,"Warm",27.0447916666667,366,"Warm",68,31,NA,"2016","ABM"
"14413",21.0336553442029,92,"Cool",21.8812768817204,31,"Cool",24.789,366,"Cool",3,0,NA,"2016","ABM"
"14414",22.6085579710145,92,"Warm",23.5512728494624,31,"Warm",26.6825,366,"Warm",26,3,NA,"2016","ABM"
"14439",21.4894398148148,72,"Cool",21.6589180107527,31,"Cool",24.9707083333333,99,"Cool",4,0,1,"2016","ABM"
"14441",21.1088333333333,92,"Cool",22.1536209677419,31,"Cool",26.043125,366,"Cool",28,7,NA,"2016","ABM"
"14442",20.4055751811594,92,"Cool",21.4449543010753,31,"Cool",24.3731666666667,365,"Cool",21,3,NA,"2016","ABM"
"14444",21.8639307065217,92,"Warm",22.7784260752688,31,"Warm",25.9167083333333,267,"Cool",23,3,NA,"2016","ABM"
"14445",21.557551157845,92,"Cool",22.345376344086,31,"Warm",25.2795416666667,267,"Cool",16,0,NA,"2016","ABM"
"14450",23.02151126339,92,"Warm",24.0229260752688,31,"Warm",28.1896666666667,366,"Warm",54,21,NA,"2016","ABM"
"14456",21.5615398550725,92,"Cool",22.5424677419355,31,"Warm",26.0272083333333,366,"Cool",25,3,NA,"2016","ABM"
"14458",22.7258747056159,92,"Warm",23.6112634408602,31,"Warm",26.4358333333333,267,"Warm",38,5,NA,"2016","ABM"
"14461",21.9078048007246,92,"Warm",23.2631680107527,31,"Warm",27.1482916666667,365,"Warm",63,35,NA,"2016","ABM"
"14470",18.6993337862319,92,"Cool",19.4085954301075,31,"Cool",23.2555833333333,366,"Cool",0,0,NA,"2016","ABM"
"14471",24.4684371345029,57,"Warm",24.7031217948718,26,"Warm",27.655375,113,"Warm",51,23,1,"2016","ABM"
"14473",22.2382069746377,92,"Warm",23.246251344086,31,"Warm",26.751125,277,"Warm",29,3,NA,"2016","ABM"
"14482",21.55895,85,"Cool",22.3135282258065,31,"Warm",25.3014166666667,207,"Cool",24,4,1,"2016","ABM"
"14484",19.7886067659105,92,"Cool",20.7810107526882,31,"Cool",23.601,365,"Cool",8,0,NA,"2016","ABM"
"14488",21.0011135844749,73,"Cool",20.9908387096774,31,"Cool",25.0230416666667,99,"Cool",4,0,1,"2016","ABM"
"14490",20.4518759057971,92,"Cool",21.3405658602151,31,"Cool",25.3102916666667,277,"Cool",4,0,NA,"2016","ABM"
"14520",21.2982569444444,72,"Cool",21.5075120967742,31,"Cool",24.2969166666667,99,"Cool",28,2,1,"2016","ABM"
"14523",14.9102909183995,92,"Cold",15.3901330645161,31,"Cold",17.318875,366,"Cold",0,0,NA,"2016","ABM"
"14553",21.4450788043478,92,"Cool",22.4022795698925,31,"Warm",25.5197083333333,267,"Cool",20,2,NA,"2016","ABM"
"14555",20.9440744047619,84,"Cool",21.8389233870968,31,"Cool",24.2449166666667,107,"Cool",8,0,1,"2016","ABM"
"14584",18.9608822463768,92,"Cool",19.8075255376344,31,"Cool",23.3095833333333,366,"Cool",0,0,NA,"2016","ABM"
"14598",24.9790774456522,92,"Warm",26.0581075268817,31,"Warm",28.5594166666667,366,"Warm",83,50,NA,"2016","ABM"
"14605",20.674397192029,92,"Cool",21.4223817204301,31,"Cool",24.2562083333333,277,"Cool",2,0,NA,"2016","ABM"
"14609",24.2323804347826,92,"Warm",25.1951357526882,31,"Warm",27.16875,366,"Warm",75,48,NA,"2016","ABM"
"14662",23.2081531385281,77,"Warm",23.4611451612903,31,"Warm",26.9294166666667,100,"Warm",81,64,1,"2016","ABM"
"14669",24.4239927536232,92,"Warm",25.3347110215054,31,"Warm",27.810875,366,"Warm",74,44,NA,"2016","ABM"
"14687",20.8142328292376,92,"Cool",21.9071599462366,31,"Cool",24.9018333333333,271,"Cool",14,0,NA,"2016","ABM"
"14720",18.5939904891304,92,"Cool",19.4735752688172,31,"Cool",23.05875,240,"Cool",0,0,NA,"2016","ABM"
"14740",18.781224025974,77,"Cool",18.9121129032258,31,"Cool",22.254625,199,"Cold",0,0,1,"2016","ABM"
"14798",21.4922554347826,92,"Cool",22.4272876344086,31,"Warm",25.8026666666667,136,"Cool",19,2,NA,"2016","ABM"
"14800",19.3767192028985,92,"Cool",20.2446787634409,31,"Cool",23.7037916666667,366,"Cool",2,0,NA,"2016","ABM"
"14813",18.9454780092593,72,"Cool",19.0155067204301,31,"Cool",22.973,99,"Cool",0,0,1,"2016","ABM"
"14825",23.7369950181159,92,"Warm",24.9916760752688,31,"Warm",28.060625,366,"Warm",59,21,NA,"2016","ABM"
"14880",16.4463008034026,92,"Cold",17.2316908602151,31,"Cold",20.5384166666667,366,"Cold",0,0,NA,"2016","ABM"
"15004",23.9425350125418,92,"Warm",25.1611344086022,31,"Warm",27.9395,366,"Warm",83,50,NA,"2016","ABM"
"15020",21.063902173913,92,"Cool",22.0762674731183,31,"Cool",25.5418333333333,366,"Cool",11,0,NA,"2016","ABM"
"15035",18.6219613095238,70,"Cool",18.6734838709677,31,"Cool",21.848875,99,"Cold",0,0,1,"2016","ABM"
"15043",19.9178184931507,73,"Cool",20.199748655914,31,"Cool",23.4289583333333,100,"Cool",0,0,1,"2016","ABM"
"15176",22.6512026819471,92,"Warm",23.9023427419355,31,"Warm",26.833375,260,"Warm",47,17,NA,"2016","ABM"
"15240",19.1099449629805,92,"Cool",20.114876344086,31,"Cool",23.2946666666667,365,"Cool",6,0,NA,"2016","ABM"
"15304",19.1325696331522,92,"Cool",20.0788850806452,31,"Cool",23.902625,366,"Cool",2,0,NA,"2016","ABM"
"15312",20.8820294384058,92,"Cool",21.6943857526882,31,"Cool",25.753,366,"Cool",21,2,NA,"2016","ABM"
"15315",19.0301970108696,92,"Cool",20.1482244623656,31,"Cool",24.2436666666667,366,"Cool",2,0,NA,"2016","ABM"
"15479",20.4872889492754,92,"Cool",21.2797069892473,31,"Cool",24.8826666666667,366,"Cool",3,0,NA,"2016","ABM"
"15499",19.3558695455262,92,"Cool",20.2293454301075,31,"Cool",23.4005,365,"Cool",3,0,NA,"2016","ABM"
"15520",16.269477807971,92,"Cold",16.8180376344086,31,"Cold",20.9525833333333,366,"Cold",0,0,NA,"2016","ABM"
"15529",20.7335519406393,73,"Cool",20.9080215053763,31,"Cool",25.217,100,"Cool",33,10,1,"2016","ABM"
"15530",20.5304787137681,92,"Cool",21.4993306451613,31,"Cool",24.9082916666667,366,"Cool",15,2,NA,"2016","ABM"
"15531",21.2222589285714,70,"Cool",21.4302983870968,31,"Cool",24.5395,99,"Cool",17,0,1,"2016","ABM"
"15581",20.2968295454545,77,"Cool",20.5109825268817,31,"Cool",24.2944166666667,100,"Cool",2,0,1,"2016","ABM"
"15769",19.8853994565217,92,"Cool",21.0621115591398,31,"Cool",24.376875,138,"Cool",1,0,NA,"2016","ABM"
"15783",18.8545875741107,92,"Cool",19.7691922043011,31,"Cool",23.6533333333333,366,"Cool",4,0,NA,"2016","ABM"
"15792",13.025740942029,92,"Cold",12.656435483871,31,"Cold",19.4650833333333,365,"Cold",0,0,NA,"2016","ABM"
"15795",17.9261449275362,92,"Cold",17.6362688172043,31,"Cold",25.4984166666667,365,"Cool",6,3,NA,"2016","ABM"
"15825",15.8227418478261,92,"Cold",15.189936827957,31,"Cold",23.2655416666667,365,"Cool",0,0,NA,"2016","ABM"
"15886",25.6471626712329,73,"Warm",25.8228306451613,31,"Warm",28.786875,106,"Warm",78,40,1,"2016","ABM"
"15964",17.4407989130435,92,"Cold",17.9331559139785,31,"Cold",22.1054583333333,366,"Cold",1,0,NA,"2016","ABM"
"15993",22.5472722826087,92,"Warm",23.6495860215054,31,"Warm",27.199875,273,"Warm",58,22,NA,"2016","ABM"
"16022",19.6879019021739,92,"Cool",20.5715470430108,31,"Cool",24.374625,366,"Cool",5,1,NA,"2016","ABM"
"16049",22.1578038949275,92,"Warm",23.0677352150538,31,"Warm",26.343125,273,"Warm",30,4,NA,"2016","ABM"
"16050",23.1878404761905,70,"Warm",23.3073239247312,31,"Warm",26.68275,99,"Warm",51,15,1,"2016","ABM"
"16066",22.8376470148078,92,"Warm",23.9477943548387,31,"Warm",27.6914166666667,365,"Warm",33,6,NA,"2016","ABM"
"16076",24.3320772627508,92,"Warm",25.6700658602151,31,"Warm",28.4943333333333,366,"Warm",91,60,NA,"2016","ABM"
"16110",11.8932291666667,92,"Cold",10.9167634408602,31,"Cold",20.175375,366,"Cold",0,0,NA,"2016","ABM"
"16114",20.1853858695652,92,"Cool",21.4345577956989,31,"Cool",24.2335,278,"Cool",13,1,NA,"2016","ABM"
"16119",18.3297269021739,92,"Cool",19.108063172043,31,"Cool",22.8095833333333,366,"Cool",0,0,NA,"2016","ABM"
"16124",17.7837020518273,92,"Cold",18.4369408602151,31,"Cold",22.0758333333333,366,"Cold",0,0,NA,"2016","ABM"
"16127",15.0828024538867,92,"Cold",14.6804879032258,31,"Cold",20.6982083333333,366,"Cold",0,0,NA,"2016","ABM"
"16128",21.3512201086957,92,"Cool",22.1692674731183,31,"Cool",25.5492083333333,366,"Cool",29,5,NA,"2016","ABM"
"16139",19.1016989178108,92,"Cool",19.7789879032258,31,"Cool",22.78925,366,"Cool",27,20,NA,"2016","ABM"
"16335",20.3666979166667,92,"Cool",21.2982876344086,31,"Cool",24.585875,366,"Cool",7,0,NA,"2016","ABM"
"16370",19.5748607336957,92,"Cool",20.4002701612903,31,"Cool",23.6532083333333,353,"Cool",1,0,NA,"2016","ABM"
"16387",16.1926155088217,92,"Cold",16.5336733870968,31,"Cold",20.15625,365,"Cold",1,0,NA,"2016","ABM"
"16431",19.3918845108696,92,"Cool",20.2511209677419,31,"Cool",23.5475833333333,214,"Cool",3,0,NA,"2016","ABM"
"16502",17.0205317028986,92,"Cold",17.6900094086022,31,"Cold",22.1060666666667,164,"Cold",0,0,NA,"2016","ABM"
"16524",19.1794706573997,92,"Cool",19.8955685483871,31,"Cool",22.3367083333333,277,"Cold",1,0,NA,"2016","ABM"
"17990",20.3211105072464,92,"Cool",20.7291720430108,31,"Cool",24.684625,109,"Cool",4,0,NA,"2016","ABM"
"18867",20.8727531702899,92,"Cool",21.777310483871,31,"Cool",25.997375,136,"Cool",14,1,NA,"2016","ABM"
"19016",23.6489293478261,92,"Warm",24.7215537634409,31,"Warm",28.2839583333333,164,"Warm",91,65,NA,"2016","ABM"
"19017",22.3453519021739,92,"Warm",23.1760349462366,31,"Warm",26.2451666666667,164,"Cool",36,8,NA,"2016","ABM"
"19018",20.2898297101449,92,"Cool",20.9868037634409,31,"Cool",24.7090833333333,157,"Cool",19,1,NA,"2016","ABM"
"19019",17.0960294384058,92,"Cold",17.7684569892473,31,"Cold",20.2328333333333,150,"Cold",0,0,NA,"2016","ABM"
"19020",18.4245887681159,92,"Cool",19.1932836021505,31,"Cool",22.8285,159,"Cool",20,5,NA,"2016","ABM"
"19021",17.6793292572464,92,"Cold",18.2612647849462,31,"Cold",22.51,131,"Cool",0,0,NA,"2016","ABM"
"19024",19.5895951086957,92,"Cool",20.5401357526882,31,"Cool",22.8681666666667,126,"Cool",2,0,NA,"2016","ABM"
"19025",18.1301277173913,92,"Cold",18.6290524193548,31,"Cool",22.32075,161,"Cold",0,0,NA,"2016","ABM"
"19026",20.9123038949275,92,"Cool",21.8383091397849,31,"Cool",25.0689583333333,134,"Cool",5,0,NA,"2016","ABM"
