"SID","SummerTemp","SN","TempCatS","JulyTemp","JN","TempCatJ","MaxD","MN","TempCatM","Max24.9","Max27","Flag","Year","Collector"
"14129",17.4015543478261,92,"Cold",18.2377258064516,31,"Cold",19.952375,365,"Cold",0,0,NA,"2017","ABM"
"14147",21.2000004528985,92,"Cool",21.9634838709677,31,"Cool",24.4756666666667,365,"Cool",14,0,NA,"2017","ABM"
"14179",19.4937774003623,92,"Cool",20.6615329301075,31,"Cool",24.0494166666667,365,"Cool",31,13,NA,"2017","ABM"
"14197",18.8466721014493,92,"Cool",19.6963669354839,31,"Cool",23.2139166666667,365,"Cool",2,0,NA,"2017","ABM"
"14251",21.8292273550725,92,"Warm",23.3102258064516,31,"Warm",25.816625,365,"Cool",18,3,NA,"2017","ABM"
"14254",21.8323401268116,92,"Warm",23.304935483871,31,"Warm",25.8016666666667,365,"Cool",13,0,NA,"2017","ABM"
"14316",22.3118754528986,92,"Warm",23.3784959677419,31,"Warm",27.261625,365,"Warm",27,5,NA,"2017","ABM"
"14317",22.7178278985507,92,"Warm",23.8411653225806,31,"Warm",27.07775,365,"Warm",61,28,NA,"2017","ABM"
"14319",20.6982975543478,92,"Cool",21.8566451612903,31,"Cool",24.7874166666667,365,"Cool",5,0,NA,"2017","ABM"
"14341",21.2499574275362,92,"Cool",22.4857768817204,31,"Warm",25.7695,365,"Cool",51,25,NA,"2017","ABM"
"14355",18.4214836956522,92,"Cool",19.4926989247312,31,"Cool",21.5921666666667,365,"Cold",0,0,NA,"2017","ABM"
"14390",18.3348174818841,92,"Cool",19.315375,31,"Cool",21.3268333333333,365,"Cold",0,0,NA,"2017","ABM"
"14392",19.6212001811594,92,"Cool",20.4450766129032,31,"Cool",22.4315416666667,365,"Cool",0,0,NA,"2017","ABM"
"14410",21.7971766304348,92,"Warm",22.7337647849462,31,"Warm",25.54025,365,"Cool",30,0,NA,"2017","ABM"
"14413",19.4544963768116,92,"Cool",20.4712580645161,31,"Cool",22.4037083333333,365,"Cool",0,0,NA,"2017","ABM"
"14414",20.9654406702899,92,"Cool",21.9657217741935,31,"Cool",24.4854583333333,365,"Cool",4,0,NA,"2017","ABM"
"14441",19.9811571557971,92,"Cool",21.1535376344086,31,"Cool",23.9617916666667,365,"Cool",12,0,NA,"2017","ABM"
"14442",18.9911779891304,92,"Cool",20.3156747311828,31,"Cool",23.3910416666667,365,"Cool",3,0,NA,"2017","ABM"
"14444",20.3971322463768,92,"Cool",21.879875,31,"Cool",24.627375,222,"Cool",5,0,NA,"2017","ABM"
"14450",21.0023695652174,92,"Cool",22.1070900537634,31,"Cool",25.367625,365,"Cool",27,4,NA,"2017","ABM"
"14456",20.0123170289855,92,"Cool",21.1035510752688,31,"Cool",23.8952916666667,365,"Cool",3,0,NA,"2017","ABM"
"14461",19.849523407704,92,"Cool",21.2441451612903,31,"Cool",24.3115416666667,365,"Cool",3,0,NA,"2017","ABM"
"14470",18.0054039855072,92,"Cold",19.0642997311828,31,"Cool",21.4678333333333,365,"Cold",0,0,NA,"2017","ABM"
"14482",21.0744166666667,92,"Cool",22.3343911290323,31,"Warm",24.8079166666667,365,"Cool",8,0,NA,"2017","ABM"
"14484",17.989459692029,92,"Cold",19.1438709677419,31,"Cool",21.5547916666667,365,"Cold",0,0,NA,"2017","ABM"
"14520",19.56725,92,"Cool",21.0368266129032,31,"Cool",23.392125,172,"Cool",1,0,NA,"2017","ABM"
